release_year,number_of_titles,titles,highest_rating,formatted_strings,cast_including_john
2019,2,"Diagnosis; Elisa & Marcela",TV-MA,"the "Diagnosis" was released in 2019 and was added on August 16, 2019; the "Elisa & Marcela" was released in 2019 and was added on June 7, 2019","Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, Lluís Homar, Manolo Solo, María Pujalte, Francesc Orella"
